ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
P09623	dihydrolipoamide dehydrogenase(DLD)	Sus scrofa			GO:0006120~mitochondrial electron transport, NADH to ubiquinone,GO:0006508~proteolysis,GO:0007369~gastrulation,GO:0042391~regulation of membrane potential,GO:0045454~cell redox homeostasis,GO:0048240~sperm capacitation,GO:0055114~oxidation-reduction process,	GO:0005654~nucleoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0005929~cilium,GO:0043159~acrosomal matrix,GO:0043209~myelin sheath,GO:0045254~pyruvate dehydrogenase complex,	GO:0004148~dihydrolipoyl dehydrogenase activity,GO:0016668~oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor,GO:0034604~pyruvate dehydrogenase (NAD+) activity,GO:0050660~flavin adenine dinucleotide binding,	IPR004099:Pyridine nucleotide-disulphide oxidoreductase, dimerisation,IPR006258:Dihydrolipoamide dehydrogenase,IPR012999:Pyridine nucleotide-disulphide oxidoreductase, class I, active site,IPR016156:FAD/NAD-linked reductase, dimerisation,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,	ssc00010:Glycolysis / Gluconeogenesis,ssc00020:Citrate cycle (TCA cycle),ssc00260:Glycine, serine and threonine metabolism,ssc00280:Valine, leucine and isoleucine degradation,ssc00620:Pyruvate metabolism,ssc00630:Glyoxylate and dicarboxylate metabolism,ssc01100:Metabolic pathways,ssc01130:Biosynthesis of antibiotics,ssc01200:Carbon metabolism,				Acetylation,Complete proteome,Direct protein sequencing,Disulfide bond,FAD,Flavoprotein,Mitochondrion,NAD,Oxidoreductase,Phosphoprotein,Proteomics identification,Redox-active center,Reference proteome,Transit peptide,	active site:Proton acceptor,binding site:FAD,binding site:FAD; via amide nitrogen and carbonyl oxygen,binding site:NAD,binding site:NAD; via amide nitrogen,binding site:NAD; via amide nitrogen and carbonyl oxygen,chain:Dihydrolipoyl dehydrogenase, mitochondrial,disulfide bond,modified residue,nucleotide phosphate-binding region:FAD,nucleotide phosphate-binding region:NAD,sequence conflict,transit peptide:Mitochondrion,
P15330	dorsal(dl)	Drosophila melanogaster			GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0001715~ectodermal cell fate specification,GO:0006355~regulation of transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006952~defense response,GO:0006955~immune response,GO:0006964~positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria,GO:0007249~I-kappaB kinase/NF-kappaB signaling,GO:0007369~gastrulation,GO:0007398~ectoderm development,GO:0007419~ventral cord development,GO:0007498~mesoderm development,GO:0007501~mesodermal cell fate specification,GO:0007507~heart development,GO:0008063~Toll signaling pathway,GO:0008354~germ cell migration,GO:0009950~dorsal/ventral axis specification,GO:0009952~anterior/posterior pattern specification,GO:0009953~dorsal/ventral pattern formation,GO:0010004~gastrulation involving germ band extension,GO:0010629~negative regulation of gene expression,GO:0010906~regulation of glucose metabolic process,GO:0034097~response to cytokine,GO:0035006~melanization defense response,GO:0035206~regulation of hemocyte proliferation,GO:0038061~NIK/NF-kappaB signaling,GO:0042387~plasmatocyte differentiation,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048935~peripheral nervous system neuron development,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0031594~neuromuscular junction,GO:0033256~I-kappaB/NF-kappaB complex,GO:0071212~subsynaptic reticulum,	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003705~transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,GO:0070379~high mobility group box 1 binding,GO:0070491~repressing transcription factor binding,	IPR000451:NF-kappa-B/Rel/Dorsal,IPR002909:Cell surface receptor IPT/TIG,IPR008967:p53-like transcription factor, DNA-binding,IPR011363:Dorsal protein,IPR011539:Rel homology domain,IPR013783:Immunoglobulin-like fold,IPR014756:Immunoglobulin E-set,			PIRSF001716:dorsal protein,	SM00429:IPT,	Activator,Alternative splicing,Complete proteome,Cytoplasm,Developmental protein,DNA-binding,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:Embryonic polarity protein dorsal,compositionally biased region:Gln-rich,compositionally biased region:Pro-rich,domain:RHD,modified residue,sequence conflict,short sequence motif:Nuclear localization signal,splice variant,
B9EJR8	dynein, axonemal assembly factor 5(Dnaaf5)	Mus musculus			GO:0003341~cilium movement,GO:0030030~cell projection organization,GO:0036158~outer dynein arm assembly,GO:0036159~inner dynein arm assembly,	GO:0005737~cytoplasm,GO:0031514~motile cilium,	GO:0045505~dynein intermediate chain binding,	IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,					Acetylation,Cilium biogenesis/degradation,Complete proteome,Cytoplasm,Proteomics identification,Reference proteome,Repeat,
Q16206	ecto-NOX disulfide-thiol exchanger 2(ENOX2)	Homo sapiens			GO:0007624~ultradian rhythm,GO:0016049~cell growth,GO:0040008~regulation of growth,GO:0055114~oxidation-reduction process,	GO:0005615~extracellular space,GO:0005829~cytosol,GO:0009897~external side of plasma membrane,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0015035~protein disulfide oxidoreductase activity,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,				SM00360:RRM,	Alternative splicing,Biological rhythms,Cell membrane,Coiled coil,Complete proteome,Copper,Direct protein sequencing,Electron transport,Glycoprotein,Growth regulation,Membrane,NAD,Oxidoreductase,Polymorphism,Proteomics identification,Reference proteome,Secreted,Transport,	chain:Ecto-NOX disulfide-thiol exchanger 2,compositionally biased region:Pro-rich,domain:RRM,mutagenesis site,sequence conflict,splice variant,
Q9EST3	eukaryotic translation initiation factor 4E nuclear import factor 1(Eif4enif1)	Mus musculus			GO:0006810~transport,GO:0015031~protein transport,GO:0017148~negative regulation of translation,GO:0019827~stem cell population maintenance,GO:0045665~negative regulation of neuron differentiation,	GO:0000932~cytoplasmic mRNA processing body,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0016605~PML body,GO:0016607~nuclear speck,GO:0043231~intracellular membrane-bounded organelle,	GO:0003729~mRNA binding,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,	IPR018862:Eukaryotic translation initiation factor 4E transporter,					Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Nucleus,Phosphoprotein,Protein transport,Proteomics identification,Reference proteome,Transport,	chain:Eukaryotic translation initiation factor 4E transporter,compositionally biased region:Arg-rich,modified residue,region of interest:EIF4E-binding,sequence conflict,short sequence motif:Nuclear export signal,short sequence motif:Nuclear localization signal,splice variant,
Q5ZLT0	exportin 7(XPO7)	Gallus gallus		Nuclear structure / Intracellular trafficking and secretion,	GO:0006611~protein export from nucleus,	GO:0005643~nuclear pore,GO:0005737~cytoplasm,	GO:0005049~nuclear export signal receptor activity,GO:0008536~Ran GTPase binding,	IPR001494:Importin-beta, N-terminal,IPR016024:Armadillo-type fold,				SM00913:SM00913,	Complete proteome,Cytoplasm,Nucleus,Protein transport,Reference proteome,Transport,	chain:Exportin-7,domain:Importin N-terminal,
Q66KE9	family with sequence similarity 161 member A L homeolog(fam161a.L)	Xenopus laevis			GO:0030030~cell projection organization,	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005929~cilium,		IPR019579:Uncharacterised protein family UPF0564,					Cell projection,Cilium,Cilium biogenesis/degradation,Coiled coil,Cytoplasm,Cytoskeleton,	chain:Protein FAM161A,
Q5ZML6	family with sequence similarity 210 member A(FAM210A)	Gallus gallus				GO:0005739~mitochondrion,GO:0016021~integral component of membrane,		IPR009688:Domain of unknown function DUF1279,					Coiled coil,Complete proteome,Membrane,Mitochondrion,Reference proteome,Transmembrane,Transmembrane helix,	chain:Uncharacterized protein C18orf19 homolog,domain:DUF1279,transmembrane region,
Q5ZKN5	family with sequence similarity 53 member A(FAM53A)	Gallus gallus			GO:0006606~protein import into nucleus,	GO:0005634~nucleus,							Complete proteome,Nucleus,Reference proteome,	chain:Protein FAM53A,sequence conflict,short sequence motif:Nuclear localization signal,
Q5F3L9	family with sequence similarity 65, member B(FAM65B)	Gallus gallus			GO:0007605~sensory perception of sound,GO:0048741~skeletal muscle fiber development,	GO:0005737~cytoplasm,GO:0060171~stereocilium membrane,		IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,IPR026136:Protein FAM65,					Cell membrane,Cell projection,Coiled coil,Complete proteome,Cytoplasm,Hearing,Membrane,Reference proteome,	chain:Protein FAM65B,region of interest:Interacts with NCAM,
Q80U16	family with sequence similarity 65, member B(Fam65b)	Mus musculus			GO:0007605~sensory perception of sound,GO:0048741~skeletal muscle fiber development,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016324~apical plasma membrane,GO:0042995~cell projection,GO:0060171~stereocilium membrane,	GO:0005515~protein binding,	IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,IPR026136:Protein FAM65,					Alternative splicing,Cell membrane,Cell projection,Coiled coil,Complete proteome,Cytoplasm,Hearing,Membrane,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Protein FAM65B,modified residue,sequence conflict,splice variant,
Q9JJN1	fibroblast growth factor 21(Fgf21)	Mus musculus			GO:0008284~positive regulation of cell proliferation,GO:0008543~fibroblast growth factor receptor signaling pathway,GO:0010898~positive regulation of triglyceride catabolic process,GO:0014823~response to activity,GO:0030968~endoplasmic reticulum unfolded protein response,GO:0031667~response to nutrient levels,GO:0035690~cellular response to drug,GO:0046326~positive regulation of glucose import,GO:0070374~positive regulation of ERK1 and ERK2 cascade,GO:0071333~cellular response to glucose stimulus,GO:0071377~cellular response to glucagon stimulus,GO:0071404~cellular response to low-density lipoprotein particle stimulus,GO:0072577~endothelial cell apoptotic process,GO:0090080~positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway,GO:1901215~negative regulation of neuron death,GO:1904640~response to methionine,GO:2000352~negative regulation of endothelial cell apoptotic process,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005623~cell,	GO:0005102~receptor binding,GO:0005104~fibroblast growth factor receptor binding,GO:0008083~growth factor activity,	IPR002209:Heparin-binding growth factor/Fibroblast growth factor,IPR008996:Cytokine, IL-1-like,	mmu04010:MAPK signaling pathway,mmu04014:Ras signaling pathway,mmu04015:Rap1 signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04810:Regulation of actin cytoskeleton,mmu05200:Pathways in cancer,mmu05218:Melanoma,			SM00442:FGF,	Complete proteome,Growth factor,Reference proteome,Secreted,Signal,	chain:Fibroblast growth factor 21,signal peptide,
Q6ZPF4	formin-like 3(Fmnl3)	Mus musculus			GO:0001525~angiogenesis,GO:0007010~cytoskeleton organization,GO:0007275~multicellular organism development,GO:0008360~regulation of cell shape,GO:0016043~cellular component organization,GO:0016477~cell migration,GO:0030036~actin cytoskeleton organization,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0003779~actin binding,GO:0005515~protein binding,GO:0017048~Rho GTPase binding,GO:0032794~GTPase activating protein binding,	IPR010472:Diaphanous FH3,IPR010473:Diaphanous GTPase-binding,IPR014768:GTPase-binding/formin homology 3,IPR015425:Actin-binding FH2,IPR016024:Armadillo-type fold,				SM00498:FH2,SM01139:SM01139,SM01140:SM01140,	3D-structure,Alternative splicing,Angiogenesis,Cell membrane,Coiled coil,Complete proteome,Cytoplasm,Developmental protein,Lipoprotein,Membrane,Myristate,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Formin-like protein 3,compositionally biased region:Pro-rich,domain:FH2,domain:GBD/FH3,modified residue,splice variant,
Q9P2T1	guanosine monophosphate reductase 2(GMPR2)	Homo sapiens			GO:0006144~purine nucleobase metabolic process,GO:0006163~purine nucleotide metabolic process,GO:0015951~purine ribonucleotide interconversion,GO:0043101~purine-containing compound salvage,GO:0046037~GMP metabolic process,GO:0055114~oxidation-reduction process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:1902560~GMP reductase complex,	GO:0003824~catalytic activity,GO:0003920~GMP reductase activity,GO:0016491~oxidoreductase activity,GO:0046872~metal ion binding,	IPR001093:IMP dehydrogenase/GMP reductase,IPR005993:Guanosine monophosphate reductase 1,IPR013785:Aldolase-type TIM barrel,IPR015875:IMP dehydrogenase / GMP reductase, conserved site,	hsa00230:Purine metabolism,		PIRSF000235:GMP reductase,		3D-structure,Acetylation,Alternative splicing,Complete proteome,Metal-binding,NADP,Oxidoreductase,Polymorphism,Potassium,Proteomics identification,Purine metabolism,Reference proteome,	active site:Thioimidate intermediate,binding site:NADP,chain:GMP reductase 2,helix,metal ion-binding site:Potassium; via carbonyl oxygen,modified residue,nucleotide phosphate-binding region:NADP,sequence conflict,sequence variant,strand,turn,
P14625	heat shock protein 90 beta family member 1(HSP90B1)	Homo sapiens			GO:0001666~response to hypoxia,GO:0002224~toll-like receptor signaling pathway,GO:0006457~protein folding,GO:0006898~receptor-mediated endocytosis,GO:0006950~response to stress,GO:0015031~protein transport,GO:0030433~ER-associated ubiquitin-dependent protein catabolic process,GO:0030970~retrograde protein transport, ER to cytosol,GO:0031247~actin rod assembly,GO:0034975~protein folding in endoplasmic reticulum,GO:0034976~response to endoplasmic reticulum stress,GO:0036500~ATF6-mediated unfolded protein response,GO:0043066~negative regulation of apoptotic process,GO:0043666~regulation of phosphoprotein phosphatase activity,GO:0051208~sequestering of calcium ion,GO:0071318~cellular response to ATP,	GO:0005576~extracellular region,GO:0005634~nucleus,GO:0005783~endoplasmic reticulum,GO:0005788~endoplasmic reticulum lumen,GO:0005789~endoplasmic reticulum membrane,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005925~focal adhesion,GO:0016020~membrane,GO:0030496~midbody,GO:0031012~extracellular matrix,GO:0034663~endoplasmic reticulum chaperone complex,GO:0042470~melanosome,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,GO:0071682~endocytic vesicle lumen,	GO:0003723~RNA binding,GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0019903~protein phosphatase binding,GO:0046790~virion binding,GO:0050750~low-density lipoprotein particle receptor binding,GO:0051082~unfolded protein binding,	IPR001404:Heat shock protein Hsp90,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR019805:Heat shock protein Hsp90, conserved site,IPR020568:Ribosomal protein S5 domain 2-type fold,IPR020575:Heat shock protein Hsp90, N-terminal,	hsa04141:Protein processing in endoplasmic reticulum,hsa04151:PI3K-Akt signaling pathway,hsa04915:Estrogen signaling pathway,hsa04918:Thyroid hormone synthesis,hsa05200:Pathways in cancer,hsa05215:Prostate cancer,		PIRSF002583:heat shock protein, HSP90/HTPG types,	SM00387:HATPase_c,	3D-structure,Acetylation,ATP-binding,Calcium,Chaperone,Coiled coil,Complete proteome,Direct protein sequencing,Disulfide bond,Endoplasmic reticulum,Glycoprotein,Nucleotide-binding,Phosphoprotein,Proteomics identification,Reference proteome,Signal,Stress response,	binding site:ATP,binding site:ATP; via amide nitrogen,chain:Endoplasmin,disulfide bond,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,short sequence motif:Prevents secretion from ER,signal peptide,
Q6NYU2	helicase with zinc finger(helz)	Danio rerio			GO:0006355~regulation of transcription, DNA-templated,	GO:0005634~nucleus,	GO:0000166~nucleotide binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0046872~metal ion binding,	IPR000571:Zinc finger, CCCH-type,IPR011539:Rel homology domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,				SM00356:ZnF_C3H1,	ATP-binding,Complete proteome,Helicase,Hydrolase,Metal-binding,Nucleotide-binding,Nucleus,Proteomics identification,Reference proteome,Zinc,Zinc-finger,	chain:Probable helicase with zinc finger domain,nucleotide phosphate-binding region:ATP,short sequence motif:DEAA box,zinc finger region:C3H1-type,
A2CG49	kalirin, RhoGEF kinase(Kalrn)	Mus musculus			GO:0001662~behavioral fear response,GO:0006468~protein phosphorylation,GO:0007266~Rho protein signal transduction,GO:0007399~nervous system development,GO:0007409~axonogenesis,GO:0007528~neuromuscular junction development,GO:0007595~lactation,GO:0007613~memory,GO:0008344~adult locomotory behavior,GO:0009612~response to mechanical stimulus,GO:0014909~smooth muscle cell migration,GO:0016310~phosphorylation,GO:0035023~regulation of Rho protein signal transduction,GO:0035176~social behavior,GO:0035556~intracellular signal transduction,GO:0042711~maternal behavior,GO:0043547~positive regulation of GTPase activity,GO:0046959~habituation,GO:0048148~behavioral response to cocaine,GO:0048168~regulation of neuronal synaptic plasticity,GO:0048659~smooth muscle cell proliferation,GO:0050773~regulation of dendrite development,GO:0051966~regulation of synaptic transmission, glutamatergic,GO:0060125~negative regulation of growth hormone secretion,GO:0060137~maternal process involved in parturition,GO:0060999~positive regulation of dendritic spine development,GO:0061003~positive regulation of dendritic spine morphogenesis,GO:0061368~behavioral response to formalin induced pain,GO:1900273~positive regulation of long-term synaptic potentiation,GO:1903076~regulation of protein localization to plasma membrane,	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0014069~postsynaptic density,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005085~guanyl-nucleotide exchange factor activity,GO:0005089~Rho guanyl-nucleotide exchange factor activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016301~kinase activity,GO:0016740~transferase activity,GO:0019899~enzyme binding,GO:0030676~Rac guanyl-nucleotide exchange factor activity,GO:0046872~metal ion binding,	IPR000219:Dbl homology (DH) domain,IPR000719:Protein kinase, catalytic domain,IPR001251:CRAL-TRIO domain,IPR001452:Src homology-3 domain,IPR001849:Pleckstrin homology domain,IPR002017:Spectrin repeat,IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR003961:Fibronectin, type III,IPR007110:Immunoglobulin-like domain,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR011993:Pleckstrin homology-like domain,IPR013098:Immunoglobulin I-set,IPR013783:Immunoglobulin-like fold,IPR017441:Protein kinase, ATP binding site,IPR018159:Spectrin/alpha-actinin,				SM00060:FN3,SM00150:SPEC,SM00220:S_TKc,SM00233:PH,SM00325:RhoGEF,SM00326:SH3,SM00408:IGc2,SM00409:IG,SM00516:SEC14,	3D-structure,Alternative initiation,Alternative splicing,ATP-binding,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Direct protein sequencing,Disulfide bond,Guanine-nucleotide releasing factor,Immunoglobulin domain,Kinase,Magnesium,Metal-binding,Nucleotide-binding,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Serine/threonine-protein kinase,SH3 domain,Transferase,	active site:Proton acceptor,binding site:ATP,chain:Kalirin,compositionally biased region:Poly-Gln,disulfide bond,domain:CRAL-TRIO,domain:DH 1,domain:DH 2,domain:Fibronectin type-III,domain:Ig-like C2-type,domain:PH 1,domain:PH 2,domain:Protein kinase,domain:SH3 1,domain:SH3 2,modified residue,nucleotide phosphate-binding region:ATP,repeat:Spectrin 1,repeat:Spectrin 2,repeat:Spectrin 3,repeat:Spectrin 4,repeat:Spectrin 5,sequence conflict,splice variant,strand,
O95198	kelch like family member 2(KLHL2)	Homo sapiens			GO:0016567~protein ubiquitination,	GO:0001726~ruffle,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0015629~actin cytoskeleton,GO:0016021~integral component of membrane,GO:0030027~lamellipodium,GO:0031463~Cul3-RING ubiquitin ligase complex,	GO:0003779~actin binding,GO:0004842~ubiquitin-protein transferase activity,GO:0005515~protein binding,GO:0042802~identical protein binding,	IPR000210:BTB/POZ-like,IPR006652:Kelch repeat type 1,IPR011333:BTB/POZ fold,IPR011705:BTB/Kelch-associated,IPR015916:Galactose oxidase, beta-propeller,IPR017096:Kelch-like protein, gigaxonin,			PIRSF037037:kelch-like protein, gigaxonin type,	SM00225:BTB,SM00612:Kelch,SM00875:SM00875,	3D-structure,Actin-binding,Alternative splicing,Cell projection,Complete proteome,Cytoplasm,Cytoskeleton,Kelch repeat,Membrane,Reference proteome,Repeat,Transmembrane,Transmembrane helix,Ubl conjugation pathway,	chain:Kelch-like protein 2,domain:BTB,repeat:Kelch 1,repeat:Kelch 2,repeat:Kelch 3,repeat:Kelch 4,repeat:Kelch 5,repeat:Kelch 6,sequence conflict,
Q7T163	kinase D-interacting substrate 220b(kidins220b)	Danio rerio		General function prediction only,	GO:0007399~nervous system development,GO:0038180~nerve growth factor signaling pathway,GO:0045859~regulation of protein kinase activity,	GO:0005768~endosome,GO:0005770~late endosome,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0019887~protein kinase regulator activity,GO:0030165~PDZ domain binding,	IPR002110:Ankyrin repeat,IPR011646:KAP P-loop,IPR020683:Ankyrin repeat-containing domain,				SM00248:ANK,	ANK repeat,Complete proteome,Endosome,Membrane,Neurogenesis,Proteomics identification,Reference proteome,Repeat,Transmembrane,Transmembrane helix,	chain:Kinase D-interacting substrate of 220 kDa,domain:KAP NTPase,repeat:ANK 1,repeat:ANK 10,repeat:ANK 11,repeat:ANK 2,repeat:ANK 3,repeat:ANK 4,repeat:ANK 5,repeat:ANK 6,repeat:ANK 7,repeat:ANK 8,repeat:ANK 9,sequence conflict,topological domain:Cytoplasmic,topological domain:Exoplasmic loop,transmembrane region,
Q96FN5	kinesin family member 12(KIF12)	Homo sapiens			GO:0007018~microtubule-based movement,	GO:0005737~cytoplasm,GO:0005815~microtubule organizing center,GO:0005871~kinesin complex,GO:0005874~microtubule,GO:0070062~extracellular exosome,	GO:0003777~microtubule motor activity,GO:0005524~ATP binding,GO:0008017~microtubule binding,GO:0016887~ATPase activity,	IPR001752:Kinesin, motor domain,IPR019821:Kinesin, motor region, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,				SM00129:KISc,	ATP-binding,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Microtubule,Motor protein,Nucleotide-binding,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Kinesin-like protein KIF12,compositionally biased region:Pro-rich,domain:Kinesin-motor,nucleotide phosphate-binding region:ATP,
Q9D2Z8	kinesin family member 12(Kif12)	Mus musculus			GO:0007018~microtubule-based movement,	GO:0005737~cytoplasm,GO:0005815~microtubule organizing center,GO:0005856~cytoskeleton,GO:0005871~kinesin complex,GO:0005874~microtubule,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0003777~microtubule motor activity,GO:0005524~ATP binding,GO:0008017~microtubule binding,GO:0016887~ATPase activity,	IPR001752:Kinesin, motor domain,IPR019821:Kinesin, motor region, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,				SM00129:KISc,	ATP-binding,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Microtubule,Motor protein,Nucleotide-binding,Phosphoprotein,Reference proteome,	chain:Kinesin-like protein KIF12,compositionally biased region:Pro-rich,domain:Kinesin-motor,nucleotide phosphate-binding region:ATP,sequence conflict,
Q9EQW7	kinesin family member 13A(Kif13a)	Mus musculus			GO:0000910~cytokinesis,GO:0006810~transport,GO:0006886~intracellular protein transport,GO:0007018~microtubule-based movement,GO:0007049~cell cycle,GO:0008333~endosome to lysosome transport,GO:0015031~protein transport,GO:0032438~melanosome organization,GO:0035459~cargo loading into vesicle,GO:0043001~Golgi to plasma membrane protein transport,GO:0051301~cell division,GO:0072383~plus-end-directed vesicle transport along microtubule,	GO:0005622~intracellular,GO:0005623~cell,GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005794~Golgi apparatus,GO:0005813~centrosome,GO:0005856~cytoskeleton,GO:0005871~kinesin complex,GO:0005874~microtubule,GO:0010008~endosome membrane,GO:0016020~membrane,GO:0030496~midbody,GO:0032588~trans-Golgi network membrane,	GO:0000166~nucleotide binding,GO:0003777~microtubule motor activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008017~microtubule binding,GO:0016887~ATPase activity,	IPR000253:Forkhead-associated (FHA) domain,IPR001752:Kinesin, motor domain,IPR008984:SMAD/FHA domain,IPR019821:Kinesin, motor region, conserved site,IPR022140:Kinesin protein 1B,IPR022164:Kinesin-like,IPR027417:P-loop containing nucleoside triphosphate hydrolase,				SM00129:KISc,	3D-structure,ATP-binding,Cell cycle,Cell division,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Endosome,Golgi apparatus,Membrane,Microtubule,Motor protein,Nucleotide-binding,Phosphoprotein,Protein transport,Proteomics identification,Reference proteome,Transport,	chain:Kinesin-like protein KIF13A,domain:FHA,domain:Kinesin-motor,modified residue,nucleotide phosphate-binding region:ATP,sequence conflict,
B0W6M9	leucine-rich repeat protein SHOC-2(CpipJ_CPIJ002780)	Culex quinquefasciatus						IPR001611:Leucine-rich repeat,IPR003591:Leucine-rich repeat, typical subtype,IPR025875:Leucine rich repeat 4,				SM00369:LRR_TYP,	Complete proteome,Leucine-rich repeat,Reference proteome,Repeat,	chain:Leucine-rich repeat protein soc-2 homolog,repeat:LRR 1,repeat:LRR 10,repeat:LRR 11,repeat:LRR 12,repeat:LRR 13,repeat:LRR 14,repeat:LRR 15,repeat:LRR 16,repeat:LRR 17,repeat:LRR 18,repeat:LRR 19,repeat:LRR 2,repeat:LRR 20,repeat:LRR 3,repeat:LRR 4,repeat:LRR 5,repeat:LRR 6,repeat:LRR 7,repeat:LRR 8,repeat:LRR 9,
Q86XE3	mitochondrial calcium uptake family member 3(MICU3)	Homo sapiens				GO:0005739~mitochondrion,GO:0016021~integral component of membrane,	GO:0005509~calcium ion binding,	IPR002048:EF-hand domain,IPR011992:EF-hand-like domain,IPR018247:EF-Hand 1, calcium-binding site,				SM00054:EFh,	Calcium,Complete proteome,Membrane,Metal-binding,Mitochondrion,Proteomics identification,Reference proteome,Repeat,Transmembrane,Transmembrane helix,	calcium-binding region:1,calcium-binding region:2,chain:EF-hand domain-containing family member A2,compositionally biased region:Poly-Ala,compositionally biased region:Poly-Arg,domain:EF-hand 1,domain:EF-hand 2,domain:EF-hand 3,sequence conflict,transmembrane region,
